G0;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158;G159;G160;G161;G162;G163;G164;G165;G166;G167;G168;G169;G170;G171;G172;G173;G174;G175;G176;G177;G178;G179;G180;G181;G182;G183;G184;G185;G186;G187;G188;G189;G190;G191;G192;G193;G194;G195;G196;G197;G198;G199;G200;G201;G202;G203;G204;G205;G206;G207;G208;G209;G210;G211;G212;G213;G214;G215;G216;G217;G218;G219;G220;G221;G222;G223;G224;G225;G226;G227;G228;G229;G230;G231;G232;G233;G234;G235;G236;G237;G238;G239;G240;G241;G242;G243;G244;G245;G246;G247;G248;G249;G250;G251;G252;G253;G254;G255;G256;G257;G258;G259;G260;G261;G262;G263;G264;G265;G266;G267;G268;G269;G270;G271;G272;G273;G274;G275;G276;G277;G278;G279;G280;G281;G282;G283;G284;G285;G286;G287;G288;G289;G290;G291;G292;G293;G294;G295;G296;G297;G298;G299;G300;G301;G302;G303;G304;G305;G306;G307;G308;G309;G310;G311;G312;G313;G314;G315;G316;G317;G318;G319;G320;G321;G322;G323;G324;G325;G326;G327;G328;G329;G330;G331;G332;G333;G334;G335;G336;G337;G338;G339;G340;G341;G342;G343;G344;G345;G346;G347;G348;G349;G350;G351;G352;G353;G354;G355;G356;G357;G358;G359;G360;G361;G362;G363;G364;G365;G366;G367;G368;G369;G370;G371;G372;G373;G374;G375;G376;G377;G378;G379;G380;G381;G382;G383;G384;G385;G386;G387;G388;G389;G390;G391;G392;G393;G394;G395;G396;G397;G398;G399;G400;G401;G402;G403;G404;G405;G406;G407;G408;G409;G410;G411;G412;G413;G414;G415;G416;G417
Свердловская область;5 082 345 145;584 899 671;418 647 779;284 695 813;4 732 697 750;599 461 076;389 260 225;289 567 860;2 542 686;2 138 498;55 865 208;24 420 948;962 712;2 447;328 269 115;15 528 451;1 023;312 991 002;41 564 459;62 101 599;9 389 698;93 349;8 884 680;1 334 840;2 539 664;118 804;383 113;18 212;3 105 690;496 591;32;0;0;0;0;0;1 196;92 228 746;174 497 193;37 541;4 392;14 459;4 655;12 580;487;15 332 551;335 706;14 087 856;316 184;1 276 025;19 520;255 205;3 904;38 281;586;33 256;0;567;25;15;0;0;0;2 100;0;0;2 100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14 481 491;13 260 179;1 649 763;329 953;49 493;428 451;39;11;236 816;201 647;53 784;20 344;10 757;1 614;24;8;31;1;0;0;0;0;0;0;62 516 382;61 597 065;18 359 058;18 169 728;81 642;136 889;317 000;37 210 973;6 894 209;12 406 454;38 749;648 737;75 168;0;0;0;0;0;0;0;1 361 704;0;426 734;147 973;10 690;0;0;0;0;157 300;11 666;48 889;237 168;1 072 652;58;445;4 643 693;12 748 306;18 589;4;7 310;1;1 400;1;0;0;0;0;0;0;4 096 677;7;1 112 240;15;0;0;0;0;0;0;949;2;2 566;4;529 215;7;239;1;0;0;0;0;0;0;35 656;9;3 077 085;4;0;0;198 904;31;231 237;19;50 835;45;390 672;121;25 394;4;314;1;546 758;8;1 098 069;86;71 414;27;177 616;22;123 797;20;3 161;2;489 938;136;0;0;0;0;0;0;2 587;5;1 682;3;123 176 166;11 429;7 242 825;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250 509;59;0;1;0;0;6 816 732;21;0;0;52 354;3;0;0;2 380 440;4;0;0;8 408 932;40;44 219 840;5;6 976 782;30;0;0;0;0;2 101 889;271;267 575;35;2 393 491;869;8 331;6;0;0;0;0;3 601 066;32;3 660 751;123;859 084;93;68 452;9;687 735;106;0;0;206 929;20;0;0;429;1;122 342;18;140 586;35;0;0;0;0;7 381;6;62;1;141 101;17;0;0;10;1;0;0;10 313;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12 807;12;0;0;115 538;9;0;0;59 325;103;0;0;509 693;7;5 528;6;0;0;250;2;3 144;2;0;0;151 717;0;1 222 248;0;54 517;0;0;0;54 517;0;0;0;10 904;0;10 353;0;551;0;42;4
Смоленская область;565 647 577;69 284 988;49 218 370;7 566 809;535 250 766;75 918 500;48 384 041;11 146 463;119 784;577 336;1 413 628;78 339;7 327;1 700;29 929 969;616 308;211;29 313 661;9 715 869;5 861 893;879 409;17 708;881 783;172 579;429 922;16 361;65 149;2 444;123 262;838;5;0;0;0;0;0;317;1 883 694;22 793 965;5 939;1 029;3 140;1 659;2 129;43;1 822 330;26 024;1 553 394;25 224;269 599;800;53 920;160;8 088;24;663;0;50;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4 996 219;4 372 657;728 033;145 606;21 840;104 471;16;6;232 877;238 065;3 929;9 117;786;118;10;2;10;1;0;0;0;0;0;0;82 342;57 659;166 513;167 110;223 562;235 000;18;3 409 326;452 265;116 403;80 323;0;0;0;0;0;0;41 328;0;0;0;2 232;0;0;0;0;0;0;0;0;0;50 008;117 457;275 184;4;56;95 564;757 119;29 974;1;711;2;0;0;0;0;0;0;0;0;707;1;36;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;32;1;0;0;0;0;1 146;3;1 228;1;3 574;6;7 856;16;27 894;1;0;0;30 570;3;15 512;7;632;6;2 097;3;0;0;0;0;7 522;18;0;0;0;0;0;0;0;0;968;2;10 409 910;1 948;152 273;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4 268;5;100;1;0;0;75 001;1;0;0;0;0;0;0;0;0;0;0;644 554;4;1 091;1;686;4;0;0;0;0;135 520;49;830;6;47 429;36;0;0;0;0;0;0;66 687;11;970 403;12;3 163;11;3 353;3;46 487;26;0;0;49 765;2;0;0;7 695;1;6 834;15;100 609;6;0;0;0;0;220 765;1;2 210;2;11 746;2;0;0;0;0;0;0;70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;935;3;0;0;139;1;0;0;4 654;8;0;0;683;1;9 623;4;0;0;5 978;10;0;0;0;0;9 395;30;27 568;21 678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2
Тамбовская область;336 873 754;312 670 958;9 460 153;18 492 971;326 574 157;316 425 435;9 777 241;26 805 464;131 414;87 447;281 864;9 169 476;4 327;0;9 847 270;358 605;46;9 488 665;21 148 999;1 896 760;284 660;2;356 212;53 449;252 515;10 541;37 774;1 543;71 721;973;4;0;0;0;0;0;0;6 348 341;33 091 833;3 838;237;2 216;495;1 113;206;1 418 384;5 549;1 300 025;5 434;121 343;115;24 269;23;3 640;3;2 984;0;47;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72 177 137;65 264 481;8 541 616;1 708 323;256 248;1 628 960;148;24;195;1 540;0;1 345;0;0;1;1;1;1;0;0;0;0;0;0;240 780 677;240 690 396;272 037;252 499;0;0;19 538;7 644 078;173 481;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15 684;3;31;146 209;953 560;191;1;1 516;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;24 049;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;592;1;6 579;1;1 715;4;6 732;4;66;1;0;0;0;0;8 359;2;714;3;9 024;4;3 467;3;0;0;22 431;13;0;0;0;0;0;0;0;0;0;0;13 312 439;3 008;12 665;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16 983;11;303 328;3;0;0;2 759 826;8;0;0;35 353;1;0;0;0;0;0;0;5 591 723;20;0;0;27 670;12;0;0;0;0;163 065;36;6;1;73 180;87;943;1;0;0;0;0;303 029;7;400 929;8;388;3;17 273;3;45 907;7;0;0;24 443;2;92;1;626;1;11 705;14;16 079;10;0;0;0;0;0;0;75;2;57;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 467;3;0;0;71 481;57;0;0;100 999;2;2 048;2;0;0;5 456;2;0;0;0;0;0;0;768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Тверская область;569 975 259;85 758 366;19 925 662;5 439 619;539 583 848;92 994 004;21 740 221;15 516 106;295 069;671 398;876 114;50 113;101 736;151;27 902 156;1 970 241;212;25 931 915;16 690 881;5 186 382;777 957;2 080;806 318;120 039;425 521;15 967;65 635;2 387;394 048;0;0;0;0;0;0;0;94;13 534 540;47 310 164;6 548;939;3 390;1 220;1 748;713;2 012 391;192 900;1 788 019;184 911;224 712;7 988;44 942;1 598;6 741;240;340;0;99;16;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22 191 790;18 938 846;3 851 667;770 334;109 786;598 723;42;18;348 691;497 419;47 402;196 130;9 480;1 422;8;1;2;1;0;0;0;0;0;0;31 530;25 168;1 574 608;1 500 260;0;0;8 192;1 029 664;644 952;1 161 084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46 000;0;0;0;0;0;1 115 000;0;0;117 637;7;77;52 315;859 482;375;1;2 318;3;0;0;0;0;0;0;0;0;14 866;1;5 721;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;631;3;0;0;0;0;10 687;2;55 377;3;11 850;7;11 625;16;0;0;0;0;57;1;620 308;8;1 184;3;29;1;421;1;19 567;1;21 260;18;0;0;0;0;0;0;3 781;1;0;0;13 437 213;2 280;92 573;6;0;0;0;0;0;0;0;0;212;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60 428;23;15 000;1;0;0;1 506 042;11;0;0;0;0;22 537;1;0;0;0;0;1 648 277;13;88 317;1;64 696;39;0;0;1 563;5;110 810;79;250;2;56 155;49;1 926;6;1 423;2;0;0;181 673;12;85 010;16;66 600;15;9 426;3;282 464;16;0;0;24 341;4;0;0;255;2;10 081;8;10 740;9;0;0;0;0;35 193;6;12;1;326;1;0;0;0;0;0;0;8 627;2;0;0;207;1;0;0;0;0;0;0;0;0;0;0;0;0;10 644;17;0;0;18 315;3;0;0;7 750;5;0;0;296;2;11 500;7;0;0;5 815;3;100;1;0;0;7 289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Томская область;839 342 613;81 299 028;39 159 038;9 471 458;788 333 954;89 193 612;24 699 531;12 963 443;165 386;44 100;17 474 531;28 340;110 935;0;48 061 662;794 749;182;47 266 913;11 370 161;9 249 795;1 406 481;0;1 443 601;237 833;349 243;13 466;52 413;2 039;158 950;174 975;5;11 522;17 090;21;0;0;0;20 880 449;76 662 520;6 415;879;2 993;891;1 918;415;2 142 667;0;1 954 734;0;209 231;0;41 847;0;6 278;0;21 299;0;256;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14 394 523;13 333 969;1 365 822;273 163;40 975;305 268;50;7;66 796;118 110;0;51 313;0;0;2;2;6;0;0;0;0;0;0;0;1 709;928;1 651 227;1 750 913;155 317;155 317;14 400;36 538 601;2 788 117;62 060;61 226;1 919;0;54 782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 094 789;11;104;505 170;7 069 700;0;0;0;0;50;1;0;0;0;0;0;0;524 865;4;0;0;0;0;229;1;0;0;172 842;1;0;0;67 213;2;0;0;0;0;0;0;0;0;1 114;1;0;0;0;0;42 452;16;37 396;6;10 980;11;59 609;45;222;2;0;0;85 236;6;184 997;38;12 868;31;46 061;20;13 165;5;19 892;16;145 555;52;0;0;0;0;0;0;28;1;438;2;30 687 433;1 948;1 307 765;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300 686;25;0;0;0;0;268 382;5;0;0;276 661;7;0;0;488 110;1;0;0;4 671 130;11;210 428;2;870 973;10;0;0;0;0;155 615;77;9 938;3;304 818;143;836;2;0;0;0;0;71 688;7;727 782;17;29 807;8;4 940;3;7 280;12;0;0;2 107;2;0;0;0;0;114;2;17 037;6;0;0;0;0;2 097;3;54;1;10;1;0;0;92;1;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;9 260;12;0;0;99 089;7;0;0;515 742;17;0;0;0;0;36 581;5;112;1;580;1;0;0;0;0;20 087;0;210 739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0
Тульская область;938 404 690;173 285 487;43 551 495;10 660 022;877 650 841;173 675 341;48 815 974;27 402 060;216 103;410 418;752 231;863 778;352 742;0;54 618 184;1 398 282;293;53 219 902;17 561 888;10 481 856;1 596 597;200;1 615 482;244 317;761 302;7 589;115 088;1 134;279 656;162 124;21;0;0;0;0;0;192;10 090 137;44 776 715;7 698;985;4 069;1 450;2 440;15;2 992 112;152 510;2 623 677;147 126;373 952;5 525;74 790;1 105;11 219;166;5 517;141;94;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19 257 507;18 767 870;2 134 595;426 919;63 947;1 644 958;94;29;1 497 355;1 478 949;50 488;32 082;10 098;1 515;15;2;7;0;0;0;0;0;0;0;1 163 192;1 173 574;1 081 200;1 169 077;0;80 000;59 383;21 797 422;1 259 265;514 142;20 831;152 936;0;0;0;0;0;0;0;385 000;0;0;510 638;56;0;0;0;0;0;0;0;0;0;75 841;7;119;346 556;2 361 904;1 432;3;321;2;0;0;0;0;15 416;1;0;0;583 679;3;132 457;3;0;0;0;0;0;0;38 730;1;0;0;145 716;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18 349;6;7 239;3;2 713;9;23 458;21;3 239;1;0;0;253;1;46 167;12;5 895;5;1 472;2;6 983;3;803;2;55 298;24;0;0;0;0;0;0;66;1;0;0;21 589 802;2 526;227 418;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20 042;19;0;0;0;0;88 316;1;0;0;1 400;2;0;0;0;0;0;0;3 323 794;12;337 857;2;2 452;2;0;0;0;0;31 605;41;36 746;5;1 173 736;96;0;0;0;0;0;0;1 095 383;7;595 870;15;11 452;5;0;0;13 155;21;0;0;67 453;5;0;0;16 518;24;14 199;32;7 132;7;0;0;0;0;3 289;5;0;0;27 343;13;0;0;0;0;0;0;696;1;0;0;0;0;3 732;2;0;0;0;0;0;0;0;0;0;0;182 817;12;0;0;66 273;1;0;0;11 710;15;0;0;5;1;17 862;8;1 090;1;298;1;0;0;0;0;0;0;5 837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
Тюменская область;1 570 783 565;323 709 305;287 276 622;37 853 619;1 409 194 293;330 017 113;72 688 167;57 462 570;2 623 846;303 046;156 065 128;278 216;61 063;6 487;240 069 053;5 401 998;295;234 667 055;25 887 096;46 763 674;7 040 012;2 671;6 755 947;1 016 558;2 156 526;28 280;325 851;4 719;1 080 400;169 737;17;0;0;0;0;0;0;46 157 758;163 531 254;8 265;1 910;3 662;1 368;2 861;766;3 981 845;216 310;3 730 856;204 507;257 397;11 802;51 479;2 360;7 722;354;6 407;0;109;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32 519 287;28 824 008;4 608 803;921 760;138 265;913 524;149;28;21 528 380;20 562 986;880 192;157 371;176 038;26 406;17;7;15;5;0;0;0;0;0;0;263 951;231 138;24 424 883;7 082 109;746 789;735 853;17 509 751;12 740 104;2 565 936;540 629;50 216;914 218;0;0;0;0;0;0;0;0;0;0;13 769;0;0;0;0;0;1 879;0;0;0;0;1 403 687;8;131;1 065 445;22 337 569;3 357;2;3 476;1;5 033;2;0;0;0;0;0;0;808 229;7;1 100;1;0;0;0;0;0;0;151 429;2;0;0;936 107;7;0;0;0;0;0;0;3 238;1;236;1;0;0;360 840;1;22 677;7;20 764;9;702;7;30 876;23;199 582;2;0;0;189 762;9;184 570;26;8 375;15;35 307;3;8 730;5;0;0;228 981;35;0;0;0;0;0;0;16 956;3;7 501;1;57 240 333;4 044;482 211;14;0;0;0;0;0;0;0;0;0;0;260 221;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31 529;14;525;1;0;0;2 761 556;11;0;0;1 649;1;0;0;0;0;233;1;8 453 471;18;10;1;64 022;3;0;0;0;0;406 037;70;9 275;8;298 441;67;230;1;0;0;0;0;334 454;14;2 628 318;47;574 109;16;59 817;2;93 787;21;0;0;103 192;3;0;0;45;1;6 865;4;62 480;13;0;0;0;0;82 077;9;28 539;4;286 277;14;0;0;0;0;0;0;18 583;4;1 533;1;6 043;2;1 325;3;0;0;0;0;0;0;0;0;0;0;5 422;6;0;0;460 714;8;0;0;24 354;14;0;0;29 052;2;3 577;3;706;2;16 296;7;0;0;0;0;3 623 689;0;2 041 904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0
Ульяновская область;607 151 339;93 854 684;26 756 617;13 195 378;569 551 953;100 140 988;26 051 048;19 603 660;293 415;20 247;421 958;48 009;55 944;0;38 141 105;1 397 887;111;36 743 219;12 722 348;7 263 971;1 101 305;216;2 211 304;334 315;210 632;9 682;31 665;1 455;279 577;66 839;16;991;16 844;2;0;0;0;5 834 324;56 801 096;7 084;252;2 285;522;808;1 307;1 136 136;147 464;1 040 002;141 837;95 478;5 626;19 095;1 125;2 864;169;0;0;45;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 851 090;4 779 868;1 074 512;214 902;32 235;3 290;40;1;106 179;107 900;5 392;7 113;1 078;162;4;2;4;0;0;0;0;0;0;0;76 606;76 201;4 091 295;4 077 634;0;0;20 636;2 015 123;611 061;137 714;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75 100;3 407;28 229;2;85;160 502;704 956;12 322;2;0;0;120;2;0;0;0;0;0;0;11 418;1;0;0;0;0;0;0;0;0;0;0;0;0;1 136;2;0;0;0;0;0;0;0;0;0;0;52 255;1;0;0;3 881;7;4 073;3;57 047;20;53 628;30;2;1;164;1;470;1;27 769;14;868;5;55 983;3;1 621;7;1 586;1;32 737;29;0;0;0;0;0;0;7 578;1;0;0;13 733 771;2 006;9 461;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113 337;26;40;1;0;0;1 828 710;7;0;0;0;0;6 000;1;34 671;1;0;0;2 403 349;6;0;0;1 528 980;12;0;0;0;0;370 630;121;1 929;10;195 927;81;353;1;2 698;2;0;0;3 781;7;260 550;25;1 595;4;75 436;4;37 703;7;0;0;9 508;3;0;0;11 331;1;73 237;5;23 562;9;0;0;0;0;311;1;165;1;1 282;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14 934;7;0;0;4 439;1;0;0;14 947;7;0;0;166 374;2;1 210;2;541;1;7 878;2;156;2;0;0;0;0;5 005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
Челябинская область;3 161 861 497;296 003 074;122 922 231;20 089 109;2 940 118 799;306 563 386;143 076 825;34 206 902;910 445;499 858;4 836 709;914 217;113 201;247 749;197 958 448;9 439 775;675;188 519 250;25 319 128;37 550 918;5 655 577;5 637;6 056 591;922 249;1 443 634;387 420;218 281;61 217;1 887 955;152 931;14;0;0;0;0;0;514;28 805 110;89 182 074;25 879;2 947;11 133;3 616;9 826;271;11 137 085;143 252;10 372 259;139 785;799 666;3 534;159 933;707;23 990;106;34 841;67;256;9;16;1;0;0;70 669;0;0;39 201;0;0;31 468;0;0;0;0;0;6 294;0;0;944;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20 293 898;21 033 169;874 897;174 980;26 246;1 614 168;34;7;1 373 916;1 223 533;140 634;30 824;28 126;4 219;16;4;8;5;0;0;0;0;0;0;4 797 346;4 744 533;17 897 107;17 026 276;27;233 689;434 421;5 120 190;15 146 323;10 278 582;26 921;52 105;0;1 044 666;0;0;0;0;0;0;0;0;23 494;0;0;0;0;0;10 682;0;0;49 651;3 477;1 518 778;30;247;2 580 180;10 598 342;101;1;11 549;7;0;0;0;0;15 101;1;0;0;6 485 796;6;35 219;4;0;0;0;0;0;0;23 493;2;39;1;650 973;9;0;0;0;0;0;0;0;0;10 530;7;2 385 074;2;0;0;398 443;17;265 363;18;349 962;41;190 779;95;2 115;5;489;2;54 038;8;960 390;53;92 259;20;33 724;10;221 254;5;42 770;11;276 345;114;0;0;0;0;0;0;7 961;6;1 201;1;68 131 659;7 168;1 817 090;38;0;0;754;2;0;0;0;0;3 736;1;0;0;0;0;0;0;0;0;0;0;0;0;37 785;1;0;0;129 680;30;13 807;3;0;0;9 837 452;12;0;0;57 848;4;0;0;288 178;2;0;0;5 274 652;23;16 485 394;2;3 935 351;17;0;0;0;0;762 850;146;176 599;16;607 239;317;182;1;0;0;0;0;3 101 608;40;2 428 839;47;718 968;49;1 090 863;6;84 272;45;0;0;188 873;20;0;0;334;6;19 406;17;72 041;16;0;0;0;0;40 550;11;92;3;3;1;0;0;0;0;0;0;0;0;615;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29 728;29;0;0;48 558;20;0;0;125 678;67;0;0;2 167 764;3;18 229;3;0;0;9 722;5;0;0;0;0;349 291;0;24 878 707;0;250 955;0;0;0;250 955;0;0;0;50 191;0;51 168;0;-977;0;24;0
Забайкальский край;193 758 246;31 093 385;13 253 559;2 627 843;177 438 576;34 427 461;12 506 294;3 792 218;140 448;59 470;59 908;329;613 622;1 808;16 538 790;1 365 891;71;15 172 899;4 441 118;3 034 579;455 170;0;629 689;91 881;169 830;6 411;26 639;962;273 178;0;0;0;0;0;0;0;0;10 019 256;27 555 284;1 815;269;1 558;379;325;1 230;2 585 529;0;2 223 234;0;362 295;0;72 459;0;10 869;0;0;0;120;0;0;0;7 910 166;0;10;11 382 325;0;5 466;0;0;0;0;0;0;0;0;0;0;0;0;3 472 159;0;5 456;2;0;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;163 556;177 067;0;0;0;13 511;2;2;319 298;188 782;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;451 817;446 880;0;0;4 937;650 586;98 148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;70 402;1 553 661;0;0;0;0;0;0;0;0;0;0;0;0;1 486;2;52;1;0;0;0;0;0;0;252;1;13;1;611;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;607;1;321;1;105;2;448 898;5;0;0;0;0;0;0;8 176;6;428;4;0;0;0;0;21;1;8 351;8;0;0;0;0;0;0;0;0;0;0;5 748 504;749;128 639;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 985;10;84 116;3;0;0;391 496;2;0;0;4 580;1;0;0;0;0;0;0;3 113 585;10;4 501;1;1 543;1;0;0;0;0;460 253;14;158 766;57;263 751;74;0;0;0;0;0;0;439 160;22;1 809 568;79;786 509;93;42 668;53;88 011;55;0;0;342 095;13;0;0;0;0;184;2;199 785;5;0;0;0;0;109 120;5;2 205;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 479;13;0;0;0;0;0;0;150 522;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ярославская область;948 671 925;63 584 314;57 809 271;6 428 363;887 985 391;71 338 393;60 715 655;9 465 586;317 489;332 888;4 792 801;151 420;61 437;355;53 253 291;6 682 620;341;46 570 672;10 604 634;9 259 051;1 397 103;3 229;1 671 328;253 420;671 257;41 807;103 282;6 270;1 336 524;55 084;9;0;0;0;0;0;0;42 315 372;27 498 672;10 573;1 627;4 284;1 300;3 532;348;3 937 113;77 587;3 646 478;73 456;303 363;4 228;60 673;846;9 100;126;16 013;560;276;14;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20 075 830;17 581 900;3 248 632;649 727;97 459;754 702;54;23;130 052;135 697;865;6 510;173;26;6;3;4;1;0;0;0;0;0;0;582 358;576 710;4 707 312;4 909 056;0;0;15 443;1 189 767;4 275 842;452 522;1 986;67 996;53 462;0;0;199 678;0;0;0;0;0;0;79 807;28 000;71 400;0;0;0;0;0;495 000;0;0;196 690;22;124;484 693;1 441 382;0;0;14 331;5;286;1;0;0;0;0;0;0;478 353;2;1 653;2;0;0;0;0;0;0;955;1;0;0;271 243;5;0;0;0;0;0;0;0;0;11;1;0;0;0;0;11 915;8;585;1;50 809;13;29 544;33;0;0;0;0;9 152;3;166 553;17;842;8;2 032;4;2 124;3;781;2;39 644;36;0;0;0;0;1 510;1;104;2;0;0;25 403 842;3 175;230 239;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96 356;1;0;0;0;0;0;0;0;0;0;0;46 675;29;0;0;0;0;4 562 126;8;0;0;77 155;6;0;0;0;0;0;0;4 177 999;17;17 928;2;873 814;12;0;0;0;0;928 344;61;18 804;10;609 851;151;0;1;0;0;0;0;560 233;15;617 525;43;636 902;27;154;2;21 571;84;0;0;77 710;5;0;0;8 815;1;16 555;8;186 506;4;0;0;0;0;2 717;5;3 093;3;22 111;8;0;0;0;0;0;0;18;1;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12 492;29;0;0;7 196;1;0;0;43 752;77;0;0;28 701;3;10 406;8;6 970;1;1 248;5;0;0;114;1;5 515;0;110 332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0
